"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    
        2536,      0.1829859187,     -0.5439425901,       1.821220816,       1.663218382,       4.476391232,      -10.44257049,   2.402709549e-09,   1.778169779e-06,                 1,                 1,                 1
        2537,      0.1829840918,     -0.5463103508,       1.814376359,       1.661878416,       4.477186427,       -10.4423622,   2.401716132e-09,   1.778169779e-06,                 1,                 1,                 1
        2538,      0.1829823108,     -0.5520398265,       1.804342776,       1.660639911,       4.480689862,      -10.44211157,   2.400410191e-09,   1.778169779e-06,                 1,                 1,                 1
        2539,      0.1829805762,     -0.5650261586,       1.788831026,        1.65671232,       4.482706378,      -10.44181998,   2.404273338e-09,   1.778169779e-06,                 1,                 1,                 1
        2540,      0.1829787835,     -0.5445427072,       1.811547182,        1.66106216,       4.481545879,      -10.44099886,   2.404255119e-09,   1.778169779e-06,                 1,                 1,                 1
        2541,      0.1829936599,     -0.5420501288,       1.811692007,       1.661010289,       4.481385469,      -10.44111726,   2.404298438e-09,   1.778169779e-06,                 1,                 1,                 1
        2542,      0.1829919128,     -0.5445500878,       1.818193135,       1.663128335,       4.478865594,      -10.44095196,   2.404574985e-09,   1.778169779e-06,                 1,                 1,                 1
        2543,      0.1829902248,     -0.5408804853,       1.804667641,       1.660155807,       4.485497582,      -10.44088532,   2.404837031e-09,   1.778169779e-06,                 1,                 1,                 1
        2544,      0.1829890404,     -0.5432465066,       1.815256061,       1.661894281,       4.477286734,      -10.44068523,   2.405077595e-09,   1.778169779e-06,                 1,                 1,                 1
        2545,      0.1829872871,     -0.5379800337,       1.814991443,        1.66193245,       4.481183488,      -10.44054364,   2.405293042e-09,   1.778169779e-06,                 1,                 1,                 1
        2546,      0.1829855819,     -0.5419286281,       1.820735475,       1.663930243,       4.477936097,      -10.44033396,   2.405481881e-09,   1.778169779e-06,                 1,                 1,                 1
        2547,      0.1829838342,     -0.5477263563,       1.805298098,       1.660707191,       4.483630546,      -10.44018762,   2.405643964e-09,   1.778169779e-06,                 1,                 1,                 1
        2548,      0.1829822671,     -0.5299175248,       1.822160208,       1.661587187,       4.480513124,      -10.43992766,   2.405779962e-09,   1.778169779e-06,                 1,                 1,                 1
        2549,      0.1829805398,     -0.5306491369,       1.819463525,       1.660547983,        4.48414976,      -10.43973425,   2.405887341e-09,   1.778169779e-06,                 1,                 1,                 1
        2550,      0.1829789622,     -0.5404657605,       1.817928029,        1.66212688,       4.481778001,      -10.43944998,   2.405957353e-09,   1.778169779e-06,                 1,                 1,                 1
        2551,      0.1829771769,     -0.5347707206,       1.813859687,       1.660568007,       4.484098622,      -10.43925987,   2.405987881e-09,   1.778169779e-06,                 1,                 1,                 1
        2552,      0.1829752738,     -0.5432578286,       1.810973041,       1.660703387,       4.480544649,      -10.43917008,   2.405980371e-09,   1.778169779e-06,                 1,                 1,                 1
        2553,      0.1829734568,     -0.5369724496,       1.821260501,       1.663006992,       4.478511692,      -10.43902419,   2.405937933e-09,   1.778169779e-06,                 1,                 1,                 1
        2554,       0.182971572,     -0.5441912319,       1.820228896,       1.663523573,       4.476349181,      -10.43872912,   2.405864223e-09,   1.778169779e-06,                 1,                 1,                 1
        2555,      0.1829708586,     -0.5482239433,       1.804858527,       1.660517876,       4.482904337,      -10.43857669,    2.40576285e-09,   1.778169779e-06,                 1,                 1,                 1
        2556,       0.182969063,     -0.5462867902,       1.805836198,       1.660692168,       4.483454465,      -10.43837615,   2.405633601e-09,   1.778169779e-06,                 1,                 1,                 1
        2557,      0.1829676992,     -0.5487109732,       1.810157708,       1.661012758,       4.479326458,      -10.43819189,   2.405429782e-09,   1.778169779e-06,                 1,                 1,                 1
        2558,      0.1829665194,     -0.5474400885,       1.804399598,       1.660179847,       4.482388183,      -10.43795458,   2.405141295e-09,   1.778169779e-06,                 1,                 1,                 1
        2559,      0.1829647048,     -0.5376291035,       1.817203557,       1.662511463,       4.480937842,      -10.43771944,   2.404775208e-09,   1.778169779e-06,                 1,                 1,                 1
        2560,      0.1829628391,     -0.5436844575,         1.8146609,       1.661805545,       4.480507516,      -10.43743753,   2.404344235e-09,   1.778169779e-06,                 1,                 1,                 1
        2561,      0.1829775523,     -0.5454458158,        1.81565021,       1.661705572,       4.476904462,      -10.43713422,   2.403861541e-09,   1.778169779e-06,                 1,                 1,                 1
        2562,      0.1829757287,     -0.5462464948,       1.801488912,       1.659246693,       4.484543922,       -10.4369133,   2.402981322e-09,   1.778169779e-06,                 1,                 1,                 1
        2563,      0.1829740424,     -0.5431840569,       1.807419282,       1.661095105,       4.483159484,      -10.43659807,    2.40174434e-09,   1.778169779e-06,                 1,                 1,                 1
        2564,      0.1829722496,     -0.5453512181,       1.811282202,       1.661332439,       4.480098576,      -10.43621934,   2.403919764e-09,   1.778169779e-06,                 1,                 1,                 1
        2565,      0.1829704718,     -0.5442149184,       1.816674808,       1.662497051,       4.477947612,      -10.43593038,   2.408392743e-09,   1.778169779e-06,                 1,                 1,                 1
        2566,      0.1829697394,      -0.543150733,       1.808056547,       1.660883913,       4.482870912,      -10.43564233,   2.408369179e-09,   1.778169779e-06,                 1,                 1,                 1
        2567,      0.1829679903,     -0.5358449059,       1.815546055,       1.662328274,       4.483171787,      -10.43532633,   2.408642073e-09,   1.778169779e-06,                 1,                 1,                 1
        2568,      0.1829664013,     -0.5369286815,       1.821969769,       1.662583283,       4.479819239,       -10.4346647,   2.408902477e-09,   1.778169779e-06,                 1,                 1,                 1
        2569,      0.1829646927,     -0.5318316453,       1.823117381,       1.661775453,       4.479510225,      -10.43485632,   2.409142931e-09,   1.778169779e-06,                 1,                 1,                 1
        2570,      0.1829629412,      -0.541911316,       1.806621561,       1.659477773,       4.484921053,      -10.43471371,   2.409359398e-09,   1.778169779e-06,                 1,                 1,                 1
        2571,      0.1829611606,     -0.5404754342,       1.812230631,       1.661971067,       4.484203393,      -10.43454295,   2.409550047e-09,   1.778169779e-06,                 1,                 1,                 1
        2572,      0.1829594272,     -0.5344249209,        1.82237441,       1.663488602,       4.479715855,      -10.43442408,   2.409572233e-09,   1.778169779e-06,                 1,                 1,                 1
        2573,      0.1829576476,     -0.5339337393,       1.823819141,       1.663481603,       4.479121426,      -10.43420138,   2.409594621e-09,   1.778169779e-06,                 1,                 1,                 1
        2574,      0.1829559164,     -0.5349142753,       1.826691123,       1.663503021,       4.475238986,      -10.43401031,   2.409617227e-09,   1.778169779e-06,                 1,                 1,                 1
        2575,      0.1829541556,     -0.5444730233,       1.818222579,       1.662724585,       4.477404265,      -10.43373158,   2.409640045e-09,   1.778169779e-06,                 1,                 1,                 1
        2576,      0.1829524692,     -0.5484387597,       1.803655045,       1.659985606,       4.484061325,      -10.43350436,   2.409663071e-09,   1.778169779e-06,                 1,                 1,                 1
        2577,      0.1829507568,     -0.5453697805,       1.814470249,       1.662052259,       4.479612479,      -10.43327042,     2.4096863e-09,   1.778169779e-06,                 1,                 1,                 1
        2578,      0.1829497206,      -0.543744716,        1.80244741,       1.659689167,       4.486246716,      -10.43314622,    2.40970973e-09,   1.778169779e-06,                 1,                 1,                 1
        2579,      0.1829484817,     -0.5411781526,       1.818239226,       1.662861848,        4.47803575,      -10.43296598,    2.40973336e-09,   1.778169779e-06,                 1,                 1,                 1
        2580,      0.1829470226,     -0.5466654552,       1.817332645,        1.66257984,       4.474107323,      -10.43275992,   2.409757189e-09,   1.778169779e-06,                 1,                 1,                 1
        2581,      0.1829620161,     -0.5488449163,       1.810006048,       1.661026938,       4.478575891,      -10.43254286,   2.409643869e-09,   1.778169779e-06,                 1,                 1,                 1
        2582,      0.1829603356,     -0.5496271974,       1.803320069,       1.659641984,       4.483263175,      -10.43224809,   2.409403999e-09,   1.778169779e-06,                 1,                 1,                 1
        2583,      0.1829587929,     -0.5452358744,       1.810078052,       1.661263345,       4.481094581,      -10.43198784,   2.409082169e-09,   1.778169779e-06,                 1,                 1,                 1
        2584,      0.1829571256,     -0.5396286804,       1.805059494,       1.660249473,       4.486012823,       -10.4317748,   2.408688601e-09,   1.778169779e-06,                 1,                 1,                 1
        2585,      0.1829559608,     -0.5459068785,       1.819731291,       1.663370037,       4.475097278,      -10.43150606,   2.408236355e-09,   1.778169779e-06,                 1,                 1,                 1
        2586,      0.1829543817,     -0.5476230742,        1.81204987,       1.661507609,       4.476805048,      -10.43125168,   2.407605343e-09,   1.778169779e-06,                 1,                 1,                 1
        2587,      0.1829527792,     -0.5534898571,         1.7974346,       1.658920458,       4.484300125,      -10.43095129,   2.406515578e-09,   1.778169779e-06,                 1,                 1,                 1
        2588,      0.1829511094,     -0.5619888576,       1.794847761,        1.65704575,       4.481691428,      -10.43060248,   2.405160894e-09,   1.778169779e-06,                 1,                 1,                 1
        2589,      0.1829494727,     -0.5416751695,       1.822548439,       1.663863598,       4.477659085,      -10.43033129,   2.409982356e-09,   1.778169779e-06,                 1,                 1,                 1
        2590,      0.1829479025,     -0.5394150544,       1.810041082,       1.661043732,       4.483058997,      -10.43008343,   2.410009135e-09,   1.778169779e-06,                 1,                 1,                 1
        2591,      0.1829464172,      -0.528292544,       1.817676303,       1.662141864,       4.478610308,      -10.42885385,    2.41003639e-09,   1.778169779e-06,                 1,                 1,                 1
        2592,      0.1829447438,     -0.5340459464,       1.817556761,       1.662502695,       4.479901236,      -10.42952249,   2.410064135e-09,   1.778169779e-06,                 1,                 1,                 1
        2593,       0.182943059,     -0.5368290174,         1.8298534,       1.664513849,       4.475090229,      -10.42910767,   2.410092375e-09,   1.778169779e-06,                 1,                 1,                 1
        2594,      0.1829415664,     -0.5365279626,       1.815270348,       1.661569348,       4.481417274,      -10.42896088,   2.410121105e-09,   1.778169779e-06,                 1,                 1,                 1
        2595,      0.1829400366,     -0.5401992877,       1.825212996,       1.663699445,        4.47522346,      -10.42878349,   2.410150317e-09,   1.778169779e-06,                 1,                 1,                 1
        2596,      0.1829412958,     -0.5349314139,       1.814289958,       1.661465306,       4.482136486,      -10.42866048,   2.410179995e-09,   1.778169779e-06,                 1,                 1,                 1
        2597,      0.1829397939,      -0.536098375,       1.830080373,       1.664797224,       4.475760222,       -10.4284708,   2.410210123e-09,   1.778169779e-06,                 1,                 1,                 1
        2598,      0.1829381066,     -0.5429433875,       1.816082056,       1.662115796,        4.47864442,      -10.42831709,   2.410240681e-09,   1.778169779e-06,                 1,                 1,                 1
        2599,      0.1829364603,      -0.542487847,       1.806716433,       1.660246545,       4.483014626,       -10.4281463,   2.410271651e-09,   1.778169779e-06,                 1,                 1,                 1
        2600,      0.1829349223,     -0.5420080512,        1.80756251,        1.66028255,       4.484374537,      -10.42792478,   2.410303011e-09,   1.778169779e-06,                 1,                 1,                 1
        2601,      0.1829493839,     -0.5397865418,       1.827660731,       1.664306872,       4.474143874,      -10.42767793,   2.410334742e-09,   1.778169779e-06,                 1,                 1,                 1
        2602,      0.1829478092,     -0.5448258614,       1.816459602,        1.66214623,       4.477351948,      -10.42741936,   2.410366824e-09,   1.778169779e-06,                 1,                 1,                 1
        2603,      0.1829463776,     -0.5468201988,       1.806313317,       1.660209236,       4.482375264,      -10.42716519,    2.41039924e-09,   1.778169779e-06,                 1,                 1,                 1
        2604,      0.1829448246,     -0.5473246201,       1.806042743,        1.65996479,       4.482911539,      -10.42684398,   2.410431977e-09,   1.778169779e-06,                 1,                 1,                 1
        2605,      0.1829431798,     -0.5428289848,       1.805211139,       1.659742355,       4.484172263,      -10.42666189,   2.410465026e-09,   1.778169779e-06,                 1,                 1,                 1
        2606,      0.1829415928,     -0.5450780854,       1.816369152,       1.662995263,       4.477939712,      -10.42648929,    2.41049838e-09,   1.778169779e-06,                 1,                 1,                 1
        2607,      0.1829400851,     -0.5444853158,       1.814943996,       1.662777817,       4.479914673,      -10.42629182,   2.410532032e-09,   1.778169779e-06,                 1,                 1,                 1
        2608,      0.1829385128,     -0.5436072562,       1.813194558,       1.661993955,       4.478238142,      -10.42603415,   2.410566006e-09,   1.778169779e-06,                 1,                 1,                 1
        2609,      0.1829368739,     -0.5412746246,       1.813913701,       1.661840806,       4.480130149,       -10.4257314,   2.410600368e-09,   1.778169779e-06,                 1,                 1,                 1
        2610,      0.1829352236,      -0.540526494,       1.818378142,       1.663015651,       4.477318867,      -10.42539628,   2.410489485e-09,   1.778169779e-06,                 1,                 1,                 1
        2611,      0.1829335899,     -0.5438726144,        1.80932678,       1.660984974,       4.481298035,      -10.42511845,   2.409389982e-09,   1.778169779e-06,                 1,                 1,                 1
        2612,      0.1829319376,     -0.5482373266,       1.809712724,       1.661241332,       4.478685266,       -10.4248492,   2.408031604e-09,   1.778169779e-06,                 1,                 1,                 1
        2613,       0.182930826,     -0.5426106267,       1.817923961,       1.662748737,       4.477330089,      -10.42452407,   2.410743912e-09,   1.778169779e-06,                 1,                 1,                 1
        2614,      0.1829292274,     -0.5433104859,        1.81480971,        1.66248401,       4.479637554,         -10.42421,   2.410781837e-09,   1.778169779e-06,                 1,                 1,                 1
        2615,      0.1829275509,     -0.5416043599,       1.812940422,       1.661552865,       4.481506726,      -10.42399288,   2.410820693e-09,   1.778169779e-06,                 1,                 1,                 1
        2616,      0.1829260008,     -0.5416196408,       1.814631757,       1.661516369,       4.479268044,      -10.42374648,   2.410860492e-09,   1.778169779e-06,                 1,                 1,                 1
        2617,      0.1829243822,     -0.5404448351,       1.817618251,       1.661996551,       4.477112854,      -10.42352744,   2.410901221e-09,   1.778169779e-06,                 1,                 1,                 1
        2618,      0.1829228684,     -0.5436805894,       1.814657109,       1.661937141,       4.479233774,      -10.42327074,   2.410942853e-09,   1.778169779e-06,                 1,                 1,                 1
        2619,      0.1829214685,     -0.5467669089,       1.815795513,       1.662352343,        4.47791848,      -10.42311903,   2.410985347e-09,   1.778169779e-06,                 1,                 1,                 1
        2620,      0.1829198283,     -0.5499850862,       1.804993701,       1.660165733,       4.482494029,      -10.42293675,   2.411028655e-09,   1.778169779e-06,                 1,                 1,                 1
        2621,      0.1829342723,     -0.5441079659,       1.805624486,       1.659778774,       4.484199579,       -10.4227325,   2.411072728e-09,   1.778169779e-06,                 1,                 1,                 1
        2622,        0.18293273,      -0.536461798,       1.819382964,       1.662629533,       4.478290607,      -10.42249985,   2.411117507e-09,   1.778169779e-06,                 1,                 1,                 1
        2623,      0.1829314146,     -0.5343213076,       1.828249324,       1.663565356,       4.475003187,      -10.42210434,   2.411162933e-09,   1.778169779e-06,                 1,                 1,                 1
        2624,      0.1829298159,     -0.5362742092,        1.81827502,       1.661509712,       4.480307486,      -10.42189369,   2.411208935e-09,   1.778169779e-06,                 1,                 1,                 1
        2625,      0.1829282494,      -0.530498806,       1.820281518,       1.662450249,       4.481974501,      -10.42181822,   2.411255458e-09,   1.778169779e-06,                 1,                 1,                 1
        2626,      0.1829273925,     -0.5266899553,       1.831878383,       1.664892163,       4.481791272,      -10.42169168,   2.411302468e-09,   1.778169779e-06,                 1,                 1,                 1
        2627,       0.182925728,     -0.5317912855,        1.83003712,        1.66408262,       4.475952218,      -10.42146083,   2.411335009e-09,   1.778169779e-06,                 1,                 1,                 1
        2628,      0.1829241619,     -0.5392078794,       1.821697011,       1.663444476,       4.476514701,      -10.42128227,   2.411318387e-09,   1.778169779e-06,                 1,                 1,                 1
        2629,      0.1829225637,     -0.5464052655,       1.809677141,       1.661162983,        4.48085278,      -10.42094399,   2.411300458e-09,   1.778169779e-06,                 1,                 1,                 1
        2630,      0.1829209895,     -0.5366474883,       1.801760765,       1.659542472,       4.488193174,      -10.42065799,   2.411281562e-09,   1.778169779e-06,                 1,                 1,                 1
        2631,      0.1829195522,     -0.5359817275,       1.830718613,       1.664737082,       4.474566239,      -10.42033775,   2.411261872e-09,   1.778169779e-06,                 1,                 1,                 1
        2632,      0.1829178408,      -0.542061425,       1.821481072,       1.663716616,       4.477167345,       -10.4200891,   2.411232854e-09,   1.778169779e-06,                 1,                 1,                 1
        2633,      0.1829161715,     -0.5482353303,       1.811473291,        1.66156342,       4.479927072,      -10.41988117,   2.410764667e-09,   1.778169779e-06,                 1,                 1,                 1
        2634,      0.1829145708,     -0.5419630184,       1.807168623,       1.660455151,       4.482357696,      -10.41962631,   2.409864383e-09,   1.778169779e-06,                 1,                 1,                 1
        2635,      0.1829132507,      -0.543872476,       1.814329585,       1.661650502,       4.478879078,      -10.41930229,   2.408621025e-09,   1.778169779e-06,                 1,                 1,                 1
        2636,       0.182911902,     -0.5457130905,       1.815167609,       1.662258457,       4.475982377,      -10.41899548,   2.411147206e-09,   1.778169779e-06,                 1,                 1,                 1
        2637,      0.1829103429,     -0.5414136563,       1.821844786,        1.66340313,       4.474927324,      -10.41876532,   2.411113567e-09,   1.778169779e-06,                 1,                 1,                 1
        2638,      0.1829087658,     -0.5422248544,        1.81645184,       1.662502659,       4.479182918,      -10.41853905,   2.411108156e-09,   1.778169779e-06,                 1,                 1,                 1
        2639,      0.1829071477,     -0.5430904766,       1.817935977,        1.66251389,       4.477100128,      -10.41828432,   2.411367756e-09,   1.778169779e-06,                 1,                 1,                 1
        2640,      0.1829055771,     -0.5442975486,       1.807710975,       1.660370957,       4.481992479,      -10.41808192,   2.411603632e-09,   1.778169779e-06,                 1,                 1,                 1
        2641,      0.1829228782,     -0.5453268995,       1.807576825,       1.660386379,       4.481875748,      -10.41788905,    2.41159769e-09,   1.778169779e-06,                 1,                 1,                 1
        2642,      0.1829270789,     -0.5437415209,       1.809792183,       1.660610638,       4.480062092,      -10.41770331,   2.411591745e-09,   1.778169779e-06,                 1,                 1,                 1
        2643,      0.1829254837,     -0.5423383834,       1.819689998,       1.662574548,       4.476533983,      -10.41750581,   2.411585876e-09,   1.778169779e-06,                 1,                 1,                 1
        2644,      0.1829240258,     -0.5445790211,       1.816074359,       1.662607736,       4.478886484,      -10.41730219,   2.411579698e-09,   1.778169779e-06,                 1,                 1,                 1
        2645,      0.1829226118,       -0.54499411,       1.807861926,       1.660746665,        4.48299675,      -10.41710287,   2.411572578e-09,   1.778169779e-06,                 1,                 1,                 1
        2646,      0.1829211584,     -0.5389949729,       1.810890191,       1.661200916,       4.481796973,      -10.41682894,    2.41156389e-09,   1.778169779e-06,                 1,                 1,                 1
        2647,       0.182919627,     -0.5361414343,       1.825564554,       1.663962484,       4.477199362,      -10.41652874,   2.411553195e-09,   1.778169779e-06,                 1,                 1,                 1
        2648,      0.1829181169,     -0.5402200836,        1.82086487,       1.662893124,       4.477041198,      -10.41633314,   2.411540293e-09,   1.778169779e-06,                 1,                 1,                 1
        2649,      0.1829222976,     -0.5390600904,       1.823559289,       1.663499854,       4.476650962,      -10.41616863,   2.411525185e-09,   1.778169779e-06,                 1,                 1,                 1
        2650,       0.182920654,      -0.541515084,       1.819528406,       1.662747612,         4.4753939,      -10.41597097,   2.411508013e-09,   1.778169779e-06,                 1,                 1,                 1
        2651,      0.1829192649,     -0.5412561057,       1.816141535,       1.662566112,       4.478922985,      -10.41569937,   2.411489154e-09,   1.778169779e-06,                 1,                 1,                 1
        2652,       0.182917711,     -0.5333265844,       1.820343755,       1.663053936,       4.480572057,      -10.41550684,    2.41146931e-09,   1.778169779e-06,                 1,                 1,                 1
        2653,      0.1829160589,     -0.5352393751,       1.826848398,       1.664450097,       4.476491151,      -10.41526399,   2.411448779e-09,   1.778169779e-06,                 1,                 1,                 1
        2654,      0.1829144077,     -0.5319020704,        1.82592874,       1.663633905,       4.477142166,      -10.41497914,   2.411427698e-09,   1.778169779e-06,                 1,                 1,                 1
        2655,      0.1829126824,     -0.5361478106,       1.831031237,       1.665436081,       4.474799053,      -10.41467113,   2.411137957e-09,   1.778169779e-06,                 1,                 1,                 1
        2656,       0.182911074,     -0.5372302965,       1.815678858,       1.662381525,       4.481447806,      -10.41442632,   2.410669786e-09,   1.778169779e-06,                 1,                 1,                 1
        2657,      0.1829184614,     -0.5430670054,       1.822070119,       1.663399429,       4.473909324,      -10.41412915,    2.40968389e-09,   1.778169779e-06,                 1,                 1,                 1
        2658,      0.1829223661,      -0.538981237,       1.813981748,       1.661708517,       4.478852271,      -10.41363947,   2.408392908e-09,   1.778169779e-06,                 1,                 1,                 1
        2659,      0.1829255944,     -0.5458433639,       1.817563246,       1.662889058,       4.478035237,      -10.41319034,   2.411292551e-09,   1.778169779e-06,                 1,                 1,                 1
        2660,      0.1829240355,     -0.5427041611,        1.80861196,       1.660790654,       4.482753276,      -10.41272403,   2.411252692e-09,   1.778169779e-06,                 1,                 1,                 1
        2661,      0.1829391583,     -0.5314308089,       1.829390566,       1.663676284,       4.477077464,      -10.41233971,   2.411298975e-09,   1.778169779e-06,                 1,                 1,                 1
        2662,      0.1829375312,     -0.5368721605,        1.81882655,       1.662100045,       4.478631714,      -10.41195276,   2.411551762e-09,   1.778169779e-06,                 1,                 1,                 1
        2663,      0.1829358553,     -0.5414268319,        1.82536083,       1.664169631,        4.47452427,      -10.41147869,   2.411792323e-09,   1.778169779e-06,                 1,                 1,                 1
        2664,      0.1829342574,      -0.545441363,       1.817135674,         1.6623596,       4.475897977,      -10.41142176,    2.41201426e-09,   1.778169779e-06,                 1,                 1,                 1
        2665,      0.1829326979,     -0.5429964972,       1.812923843,       1.661123006,       4.480021418,      -10.41130915,   2.412213928e-09,   1.778169779e-06,                 1,                 1,                 1
        2666,      0.1829310372,     -0.5322813267,       1.807766871,       1.659530761,       4.487318287,      -10.41117883,   2.412383105e-09,   1.778169779e-06,                 1,                 1,                 1
        2667,      0.1829295351,     -0.5359854597,       1.829134407,       1.664644181,       4.473640469,      -10.41092957,   2.412512983e-09,   1.778169779e-06,                 1,                 1,                 1
        2668,      0.1829278875,     -0.5419292402,       1.822548898,       1.663162052,       4.474193545,      -10.41061528,   2.412601137e-09,   1.778169779e-06,                 1,                 1,                 1
        2669,      0.1829268247,     -0.5429683985,       1.811042618,       1.661096519,       4.481388848,      -10.41037048,   2.412648656e-09,   1.778169779e-06,                 1,                 1,                 1
        2670,      0.1829289391,     -0.5392591344,       1.819532365,       1.662704255,       4.477594674,      -10.40997757,   2.412658342e-09,   1.778169779e-06,                 1,                 1,                 1
        2671,      0.1829283822,     -0.5377825678,       1.817876889,       1.662249986,       4.478973666,      -10.40966794,   2.412633643e-09,   1.778169779e-06,                 1,                 1,                 1
        2672,      0.1829269177,     -0.5226762135,       1.826508363,       1.662080058,       4.481049776,      -10.40932934,   2.412578065e-09,   1.778169779e-06,                 1,                 1,                 1
        2673,        0.18292547,     -0.5255764091,       1.832845894,       1.664748079,       4.485895955,      -10.40811719,   2.412478784e-09,   1.778169779e-06,                 1,                 1,                 1
        2674,      0.1829239427,     -0.5427575819,       1.822009249,       1.663680551,       4.476296074,      -10.40867498,   2.412298785e-09,   1.778169779e-06,                 1,                 1,                 1
        2675,       0.182922386,     -0.5378372521,       1.817085169,       1.662057575,       4.480513956,      -10.40839848,    2.41203262e-09,   1.778169779e-06,                 1,                 1,                 1
        2676,      0.1829209024,     -0.5426614399,       1.815995921,       1.661806016,        4.47761944,      -10.40811528,   2.411688925e-09,   1.778169779e-06,                 1,                 1,                 1
        2677,      0.1829193148,     -0.5378857643,       1.813113012,       1.661047629,       4.481404882,      -10.40777977,    2.41128059e-09,   1.778169779e-06,                 1,                 1,                 1
        2678,      0.1829180441,     -0.5387203763,       1.811787612,       1.661631572,       4.482950648,      -10.40737735,    2.41079498e-09,   1.778169779e-06,                 1,                 1,                 1
        2679,      0.1829164163,     -0.5372168242,       1.824399117,       1.664047304,       4.477220054,      -10.40702698,   2.409800987e-09,   1.778169779e-06,                 1,                 1,                 1
        2680,      0.1829148098,      -0.534523191,       1.827634837,       1.664686599,       4.478184378,      -10.40583904,   2.408508795e-09,   1.778169779e-06,                 1,                 1,                 1
        2681,       0.182931885,     -0.5424621432,       1.815047784,       1.662111936,       4.479263545,      -10.40631339,   2.416348908e-09,   1.778169779e-06,                 1,                 1,                 1
        2682,      0.1829303899,     -0.5391633259,       1.820450156,       1.663027104,       4.475372113,      -10.40589112,   2.416301738e-09,   1.778169779e-06,                 1,                 1,                 1
        2683,      0.1829297329,     -0.5416441482,       1.820048229,       1.662235938,        4.47566473,      -10.40549479,   2.416361172e-09,   1.778169779e-06,                 1,                 1,                 1
        2684,      0.1829283574,     -0.5435538674,       1.812212866,       1.660785513,       4.480534228,        -10.405189,    2.41660833e-09,   1.778169779e-06,                 1,                 1,                 1
        2685,      0.1829271411,     -0.5345179286,       1.821120951,       1.662795448,       4.480043838,      -10.40493425,   2.416843692e-09,   1.778169779e-06,                 1,                 1,                 1
        2686,      0.1829259879,     -0.5379353021,       1.828255146,       1.664434915,       4.473264519,      -10.40472085,   2.417060843e-09,   1.778169779e-06,                 1,                 1,                 1
        2687,      0.1829248562,      -0.538267961,       1.816555773,       1.662052931,        4.47868427,      -10.40448864,   2.417247747e-09,   1.778169779e-06,                 1,                 1,                 1
        2688,      0.1829235863,     -0.5391542836,       1.823816145,       1.663183871,       4.474911851,      -10.40420044,   2.417395524e-09,   1.778169779e-06,                 1,                 1,                 1
        2689,       0.182922409,     -0.5351894621,       1.815259251,        1.66157726,       4.481385197,      -10.40389232,   2.417501554e-09,   1.778169779e-06,                 1,                 1,                 1
        2690,      0.1829222607,     -0.5371121365,       1.829661988,       1.664778463,        4.47264848,      -10.40354144,   2.417566687e-09,   1.778169779e-06,                 1,                 1,                 1
        2691,      0.1829234178,     -0.5387486445,       1.826774139,       1.664443561,        4.47411443,       -10.4033563,   2.417593486e-09,   1.778169779e-06,                 1,                 1,                 1
        2692,      0.1829221352,     -0.5418693612,       1.818367577,       1.662661356,       4.476783643,       -10.4031258,   2.417585189e-09,   1.778169779e-06,                 1,                 1,                 1
        2693,      0.1829210052,     -0.5399621781,       1.812511951,       1.661493512,       4.481767824,      -10.40284693,   2.417545137e-09,   1.778169779e-06,                 1,                 1,                 1
        2694,      0.1829207034,     -0.5400304001,       1.826659818,       1.664091235,       4.473370755,      -10.40254311,   2.417451896e-09,   1.778169779e-06,                 1,                 1,                 1
        2695,      0.1829192799,     -0.5444061554,       1.812312724,       1.661436171,       4.479132943,      -10.40226503,   2.417274604e-09,   1.778169779e-06,                 1,                 1,                 1
        2696,      0.1829180843,      -0.543454556,       1.810510529,       1.661136368,       4.481682942,      -10.40193312,   2.417010744e-09,   1.778169779e-06,                 1,                 1,                 1
        2697,      0.1829170425,     -0.5379390998,       1.825632311,        1.66422985,       4.474068851,      -10.40161024,   2.416669914e-09,   1.778169779e-06,                 1,                 1,                 1
        2698,      0.1829158167,     -0.5399489619,       1.820161906,       1.663554539,        4.47780197,      -10.40125036,   2.416265081e-09,   1.778169779e-06,                 1,                 1,                 1
        2699,      0.1829146086,      -0.537459242,       1.818987017,       1.662643861,       4.479005152,      -10.40089769,    2.41569183e-09,   1.778169779e-06,                 1,                 1,                 1
        2700,      0.1829135908,     -0.5406210542,        1.81853917,       1.662595627,       4.477731806,      -10.40053909,   2.414648427e-09,   1.778169779e-06,                 1,                 1,                 1
        2701,      0.1829288432,     -0.5407252994,       1.816452446,       1.662183114,       4.480783583,      -10.40016229,   2.413330914e-09,   1.778169779e-06,                 1,                 1,                 1
        2702,      0.1829278169,     -0.5371131287,       1.820046005,        1.66310687,       4.478941092,       -10.3996809,   2.420207251e-09,   1.778169779e-06,                 1,                 1,                 1
        2703,      0.1829266268,     -0.5359870267,       1.823146572,       1.663196481,       4.475616731,      -10.39940419,   2.420230507e-09,   1.778169779e-06,                 1,                 1,                 1
        2704,      0.1829259284,     -0.5382512659,        1.82533211,        1.66340965,       4.477029742,      -10.39913227,   2.420253949e-09,   1.778169779e-06,                 1,                 1,                 1
