"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    
        7201,      0.1899970014,     -0.3709427828,       1.838623019,       1.560125604,       5.440938962,      -8.560492405,   2.358181134e-09,   1.778169779e-06,                 1,                 1,                 1
        7202,      0.1900042762,     -0.3708755708,       1.838827285,       1.560296275,       5.440853375,      -8.560537488,   2.358177255e-09,   1.778169779e-06,                 1,                 1,                 1
        7203,       0.190005954,     -0.3568761672,       1.936634199,       1.691349302,       5.440327601,      -8.560586394,   2.358173385e-09,   1.778169779e-06,                 1,                 1,                 1
        7204,      0.1900075941,     -0.3713919856,        1.83978339,       1.560660276,       5.440860088,      -8.560602624,   2.358169524e-09,   1.778169779e-06,                 1,                 1,                 1
        7205,      0.1900092295,     -0.3717716691,       1.838265674,       1.559185934,       5.441083929,       -8.56060783,   2.358165672e-09,   1.778169779e-06,                 1,                 1,                 1
        7206,       0.190010895,     -0.3586537876,       1.934054497,       1.690888499,       5.429242572,      -8.560605911,   2.358161829e-09,   1.778169779e-06,                 1,                 1,                 1
        7207,       0.190012541,     -0.3578132685,       1.934851452,       1.690776076,       5.429231548,      -8.560601391,   2.358157995e-09,   1.778169779e-06,                 1,                 1,                 1
        7208,      0.1900141798,     -0.3703559585,       1.839781617,       1.559920334,       5.441076476,       -8.56059191,    2.35815417e-09,   1.778169779e-06,                 1,                 1,                 1
        7209,      0.1900158082,      -0.358762253,       1.935868836,       1.691331276,       5.429217589,      -8.560586051,   2.358150355e-09,   1.778169779e-06,                 1,                 1,                 1
        7210,      0.1900185163,     -0.3689333536,       1.840016435,       1.561142305,       5.441035414,      -8.560574359,   2.358146548e-09,   1.778169779e-06,                 1,                 1,                 1
        7211,       0.190020351,     -0.3690421298,       1.838975468,       1.559903175,       5.440985137,      -8.560552186,   2.358142749e-09,   1.778169779e-06,                 1,                 1,                 1
        7212,      0.1900230686,     -0.3700296014,       1.840562676,       1.561896036,       5.440699185,      -8.560544143,    2.35813896e-09,   1.778169779e-06,                 1,                 1,                 1
        7213,      0.1900291094,     -0.3717782808,       1.838589245,        1.56025823,       5.440940076,      -8.560530013,   2.358135181e-09,   1.778169779e-06,                 1,                 1,                 1
        7214,       0.190030807,     -0.3587525043,       1.936055518,       1.691320061,       5.429101871,      -8.560522001,   2.358131409e-09,   1.778169779e-06,                 1,                 1,                 1
        7215,       0.190032474,     -0.3560548272,       1.934064789,       1.691108624,       5.429114788,      -8.560496039,   2.358127647e-09,   1.778169779e-06,                 1,                 1,                 1
        7216,      0.1900341688,      -0.367445932,       1.840968049,        1.56149163,       5.440792759,      -8.560464203,   2.358123893e-09,   1.778169779e-06,                 1,                 1,                 1
        7217,      0.1900358254,     -0.3714414306,       1.841588205,       1.562481292,       5.440407373,      -8.560436583,   2.358120149e-09,   1.778169779e-06,                 1,                 1,                 1
        7218,      0.1900374734,     -0.3723957764,       1.838115527,       1.560049672,        5.45154369,      -8.560410438,   2.358116413e-09,   1.778169779e-06,                 1,                 1,                 1
        7219,      0.1900391044,     -0.3594543256,        1.93524676,        1.69131234,       5.429177341,      -8.560380445,   2.358112686e-09,   1.778169779e-06,                 1,                 1,                 1
        7220,      0.1900429074,     -0.3592860429,       1.935572991,       1.691772343,        5.42935783,      -8.560355382,   2.358108968e-09,   1.778169779e-06,                 1,                 1,                 1
        7221,      0.1900515542,      -0.356014106,        1.93506621,       1.691548901,       5.429252496,      -8.560318913,   2.358105259e-09,   1.778169779e-06,                 1,                 1,                 1
        7222,      0.1900532164,      -0.355123491,       1.937830952,       1.691600835,       5.429298193,      -8.560284512,   2.358101558e-09,   1.778169779e-06,                 1,                 1,                 1
        7223,       0.190055014,     -0.3684623047,       1.842151057,       1.560921153,       5.440860573,      -8.560258083,   2.358097866e-09,   1.778169779e-06,                 1,                 1,                 1
        7224,      0.1900566345,     -0.3682482291,       1.840884002,       1.561610653,       5.440850074,      -8.560241704,   2.358094183e-09,   1.778169779e-06,                 1,                 1,                 1
        7225,      0.1900582287,     -0.3698621179,        1.84192051,       1.562247306,       5.440675009,      -8.560229555,   2.358090509e-09,   1.778169779e-06,                 1,                 1,                 1
        7226,        0.19006093,     -0.3713955281,       1.838302451,       1.559674048,       5.441069614,      -8.560155742,   2.358086843e-09,   1.778169779e-06,                 1,                 1,                 1
        7227,       0.190063614,     -0.3578905227,       1.934678374,       1.691350263,       5.429172219,      -8.560203619,   2.358083186e-09,   1.778169779e-06,                 1,                 1,                 1
        7228,      0.1900652771,     -0.3592763344,       1.935839888,       1.691379684,       5.429118551,      -8.560191852,   2.358079538e-09,   1.778169779e-06,                 1,                 1,                 1
        7229,      0.1900726077,     -0.3574493739,       1.936284307,       1.691264469,       5.431055445,      -8.555287808,   2.358075898e-09,   1.778169779e-06,                 1,                 1,                 1
        7230,      0.1900798594,     -0.3511221158,       1.937492582,        1.69894042,       5.528025791,      -8.556053945,   2.358072267e-09,   1.778169779e-06,                 1,                 1,                 1
        7231,      0.1900847905,     -0.3535553365,       1.936191346,       1.693757049,       5.559382502,      -8.554368735,   2.358068646e-09,   1.778169779e-06,                 1,                 1,                 1
        7232,      0.1900923435,     -0.3683573444,       1.839404973,       1.562580534,       5.566310092,      -8.553882858,   2.358065032e-09,   1.778169779e-06,                 1,                 1,                 1
        7233,      0.1900995087,     -0.3546847497,       1.936872026,       1.692085435,       5.566423753,      -8.553641706,   2.358061426e-09,   1.778169779e-06,                 1,                 1,                 1
        7234,      0.1901011503,      -0.370463128,       1.837670452,       1.559421345,       5.441156129,      -8.553668174,    2.35805783e-09,   1.778169779e-06,                 1,                 1,                 1
        7235,      0.1901027684,     -0.3571437371,       1.934306305,       1.691304246,       5.429252018,       -8.55371859,   2.358054242e-09,   1.778169779e-06,                 1,                 1,                 1
        7236,      0.1901044546,     -0.3698439045,       1.837877506,       1.560462377,         5.4411383,      -8.553709914,   2.358050663e-09,   1.778169779e-06,                 1,                 1,                 1
        7237,      0.1901060715,     -0.3563290804,       1.936544814,       1.691491907,       5.429254848,      -8.553797962,   2.358047092e-09,   1.778169779e-06,                 1,                 1,                 1
        7238,      0.1901076497,     -0.3671403517,       1.840927542,       1.561101797,       5.440986212,      -8.553681505,   2.358043529e-09,   1.778169779e-06,                 1,                 1,                 1
        7239,       0.190109221,     -0.3677013371,       1.840117233,        1.56049085,       5.440972741,      -8.553518731,   2.358039975e-09,   1.778169779e-06,                 1,                 1,                 1
        7240,      0.1901108144,     -0.3677237393,       1.840270494,        1.56160646,       5.440964181,      -8.553349501,    2.35803643e-09,   1.778169779e-06,                 1,                 1,                 1
        7241,       0.190120758,     -0.3683653039,       1.840327789,       1.561999845,       5.440852209,      -8.553221996,   2.358032893e-09,   1.778169779e-06,                 1,                 1,                 1
        7242,      0.1901223692,     -0.3573735981,       1.935581262,       1.691819783,       5.429188025,      -8.553068756,   2.358029364e-09,   1.778169779e-06,                 1,                 1,                 1
        7243,      0.1901242007,     -0.3564939634,       1.935024245,       1.691384825,       5.429176137,      -8.552930046,   2.358025844e-09,   1.778169779e-06,                 1,                 1,                 1
        7244,      0.1901280948,     -0.3694015589,       1.837904002,       1.559873042,        5.44101114,      -8.552791807,   2.358022332e-09,   1.778169779e-06,                 1,                 1,                 1
        7245,      0.1901298097,      -0.366858479,       1.838865152,       1.560234043,       5.441042362,      -8.552442438,   2.358018829e-09,   1.778169779e-06,                 1,                 1,                 1
        7246,      0.1901324991,     -0.3687519086,        1.84052318,       1.561496292,       5.440739065,      -8.552134767,   2.358015335e-09,   1.778169779e-06,                 1,                 1,                 1
        7247,      0.1901374149,     -0.3548822071,       1.936640783,        1.69181495,       5.429069225,      -8.551840873,   2.358011848e-09,   1.778169779e-06,                 1,                 1,                 1
        7248,      0.1901401428,     -0.3684804076,       1.838777256,       1.561180729,       5.451724964,      -8.551565764,    2.35800837e-09,   1.778169779e-06,                 1,                 1,                 1
        7249,      0.1901417683,      -0.357284964,       1.935390358,       1.692058641,       5.429238345,      -8.551232688,     2.3580049e-09,   1.778169779e-06,                 1,                 1,                 1
        7250,      0.1901477424,     -0.3545559692,       1.934227756,       1.691470072,       5.429300523,      -8.551003094,   2.358001439e-09,   1.778169779e-06,                 1,                 1,                 1
        7251,      0.1901503442,     -0.3696783444,        1.83889829,       1.561000908,       5.441044915,      -8.550773091,   2.357997986e-09,   1.778169779e-06,                 1,                 1,                 1
        7252,      0.1901523789,     -0.3695420068,       1.839908759,       1.561099854,        5.44095923,      -8.550620996,   2.357994541e-09,   1.778169779e-06,                 1,                 1,                 1
        7253,      0.1901550917,     -0.3575336169,       1.935435642,       1.691517137,       5.429249602,      -8.550401368,   2.357991105e-09,   1.778169779e-06,                 1,                 1,                 1
        7254,      0.1901566385,     -0.3565716399,       1.934740751,       1.691645713,       5.429269316,      -8.550193385,   2.357987677e-09,   1.778169779e-06,                 1,                 1,                 1
        7255,      0.1901582404,     -0.3523895476,       1.934695089,       1.691539217,       5.429302188,      -8.549995831,   2.357984257e-09,   1.778169779e-06,                 1,                 1,                 1
        7256,      0.1901598266,     -0.3667841687,       1.843027968,       1.562736354,       5.440749653,      -8.549801873,   2.357980845e-09,   1.778169779e-06,                 1,                 1,                 1
        7257,      0.1901613911,     -0.3682880461,       1.841011106,       1.561247798,       5.440961474,        -8.5496335,   2.357977441e-09,   1.778169779e-06,                 1,                 1,                 1
        7258,      0.1901639762,     -0.3540531701,       1.936396929,       1.691718576,       5.429207063,      -8.549466893,   2.357974046e-09,   1.778169779e-06,                 1,                 1,                 1
        7259,      0.1901655619,     -0.3673555496,        1.83943579,       1.560876232,       5.441081584,      -8.549286855,   2.357970659e-09,   1.778169779e-06,                 1,                 1,                 1
        7260,      0.1901671582,     -0.3676026393,       1.840453614,       1.561886861,        5.44092161,      -8.549102969,    2.35796728e-09,   1.778169779e-06,                 1,                 1,                 1
        7261,      0.1901769661,     -0.3677560363,       1.841096078,       1.562611708,       5.440672794,      -8.548905959,   2.357963909e-09,   1.778169779e-06,                 1,                 1,                 1
        7262,      0.1901785767,     -0.3684184998,        1.83860721,       1.560637109,       5.440950652,      -8.548833883,   2.357960546e-09,   1.778169779e-06,                 1,                 1,                 1
        7263,      0.1901801739,     -0.3528524701,       1.935341174,       1.691827594,       5.440413013,       -8.54861125,   2.357957191e-09,   1.778169779e-06,                 1,                 1,                 1
        7264,      0.1901817431,     -0.3666694806,       1.840740892,        1.56253862,       5.440988098,      -8.548539209,   2.357953845e-09,   1.778169779e-06,                 1,                 1,                 1
        7265,      0.1901843432,     -0.3676756142,       1.839717356,       1.561169315,       5.441119303,      -8.548183297,   2.357950507e-09,   1.778169779e-06,                 1,                 1,                 1
        7266,      0.1901859617,     -0.3543656318,       1.935534034,       1.691776673,       5.429311392,      -8.548181277,   2.357947176e-09,   1.778169779e-06,                 1,                 1,                 1
        7267,       0.190187537,     -0.3554710512,       1.937241848,       1.691937362,       5.429287291,      -8.548184043,   2.357943854e-09,   1.778169779e-06,                 1,                 1,                 1
        7268,      0.1901890984,     -0.3686779343,        1.83802947,       1.560185303,       5.441240388,      -8.548055377,    2.35794054e-09,   1.778169779e-06,                 1,                 1,                 1
        7269,      0.1901939309,     -0.3548610544,       1.936652956,       1.692263535,       5.429268957,      -8.547784369,   2.357937234e-09,   1.778169779e-06,                 1,                 1,                 1
        7270,      0.1901955238,     -0.3560636615,       1.936451892,        1.69206179,       5.429226841,      -8.547325382,   2.357933936e-09,   1.778169779e-06,                 1,                 1,                 1
        7271,        0.19019728,     -0.3515896687,       1.936284998,       1.692017887,       5.429265121,      -8.546515841,   2.357930646e-09,   1.778169779e-06,                 1,                 1,                 1
        7272,      0.1901988427,     -0.3653054398,       1.843153291,       1.563021767,       5.440907132,      -8.546679791,   2.357927364e-09,   1.778169779e-06,                 1,                 1,                 1
        7273,      0.1902004279,     -0.3546880853,       1.938953298,       1.692384586,       5.429207567,      -8.546619294,    2.35792409e-09,   1.778169779e-06,                 1,                 1,                 1
        7274,      0.1902024172,     -0.3538858241,       1.935917618,       1.691978122,       5.429178177,       -8.54681804,   2.357920824e-09,   1.778169779e-06,                 1,                 1,                 1
        7275,      0.1902039868,     -0.3547762406,        1.93690842,       1.692170834,       5.429146668,      -8.546609995,   2.357917566e-09,   1.778169779e-06,                 1,                 1,                 1
        7276,      0.1902055422,     -0.3686195425,       1.839707351,       1.561808888,       5.440812137,      -8.544601659,   2.357914315e-09,   1.778169779e-06,                 1,                 1,                 1
        7277,      0.1902071014,     -0.3669709605,       1.840224213,       1.560847714,       5.440922017,      -8.544207672,   2.357911073e-09,   1.778169779e-06,                 1,                 1,                 1
        7278,      0.1902087277,     -0.3561160344,       1.937345509,        1.69216191,       5.440364256,      -8.544423279,   2.357907839e-09,   1.778169779e-06,                 1,                 1,                 1
        7279,      0.1902103936,     -0.3546064176,       1.935599379,       1.691968658,       5.429276195,      -8.544761147,   2.357904612e-09,   1.778169779e-06,                 1,                 1,                 1
        7280,      0.1902130316,     -0.3538671984,       1.937290203,       1.692606866,       5.429305513,      -8.544963815,   2.357901393e-09,   1.778169779e-06,                 1,                 1,                 1
        7281,      0.1902217238,      -0.361747547,       1.846467891,       1.561253409,       5.441184059,       -8.54453184,   2.357898182e-09,   1.778169779e-06,                 1,                 1,                 1
        7282,       0.190226503,     -0.3673703668,       1.841001671,       1.560341674,        5.44117357,      -8.544727433,   2.357894979e-09,   1.778169779e-06,                 1,                 1,                 1
        7283,       0.190228037,      -0.353769751,       1.937518523,       1.691845181,       5.429285801,      -8.544652472,   2.357891784e-09,   1.778169779e-06,                 1,                 1,                 1
        7284,      0.1902295669,     -0.3676282266,       1.840531638,       1.561748276,       5.441033459,      -8.544708378,   2.357888596e-09,   1.778169779e-06,                 1,                 1,                 1
        7285,      0.1902333251,      -0.355272117,       1.937191247,       1.692280053,       5.429246092,      -8.544636422,   2.357885416e-09,   1.778169779e-06,                 1,                 1,                 1
        7286,      0.1902348955,     -0.3511565626,       1.938074328,       1.691937967,       5.429276333,      -8.544503445,   2.357882244e-09,   1.778169779e-06,                 1,                 1,                 1
        7287,      0.1902375198,     -0.3535643186,       1.936925114,       1.691570643,       5.429225178,      -8.544344126,    2.35787908e-09,   1.778169779e-06,                 1,                 1,                 1
        7288,      0.1902391046,     -0.3652042844,       1.840425324,       1.561609116,       5.441039645,       -8.54416427,   2.357875924e-09,   1.778169779e-06,                 1,                 1,                 1
        7289,      0.1902406506,     -0.3657603422,       1.841574769,       1.562863092,       5.440803563,      -8.544110456,   2.357872775e-09,   1.778169779e-06,                 1,                 1,                 1
        7290,      0.1902454182,     -0.3524227107,       1.939270414,        1.69220248,       5.438537406,      -8.543928286,   2.357869634e-09,   1.778169779e-06,                 1,                 1,                 1
        7291,      0.1902470049,     -0.3552020446,       1.935584587,       1.692019483,       5.429113605,      -8.544243341,     2.3578665e-09,   1.778169779e-06,                 1,                 1,                 1
        7292,      0.1902487296,     -0.3520490712,       1.936600985,       1.692138669,        5.42911076,      -8.544357346,   2.357863374e-09,   1.778169779e-06,                 1,                 1,                 1
        7293,      0.1902503091,     -0.3507319267,       1.938710652,       1.691943712,       5.440398686,      -8.544543678,   2.357860256e-09,   1.778169779e-06,                 1,                 1,                 1
        7294,      0.1902518443,      -0.366650685,       1.841177373,       1.562481142,       5.441097104,      -8.544361399,   2.357857145e-09,   1.778169779e-06,                 1,                 1,                 1
        7295,      0.1902537921,     -0.3647964427,       1.840403687,       1.561354874,       5.441231531,      -8.544202728,   2.357854042e-09,   1.778169779e-06,                 1,                 1,                 1
        7296,      0.1902554695,     -0.3630030834,       1.841780922,        1.56315163,        5.44108747,      -8.543959915,   2.357850947e-09,   1.778169779e-06,                 1,                 1,                 1
        7297,      0.1902570275,     -0.3652420875,        1.84301736,       1.563941678,       5.440814672,      -8.543854631,   2.357847859e-09,   1.778169779e-06,                 1,                 1,                 1
        7298,      0.1902586037,     -0.3531539733,        1.93786199,        1.69251637,       5.429295597,      -8.543957257,   2.357844779e-09,   1.778169779e-06,                 1,                 1,                 1
        7299,      0.1902601578,     -0.3671587589,       1.839569254,       1.560772913,       5.441146572,      -8.543982953,   2.357841707e-09,   1.778169779e-06,                 1,                 1,                 1
        7300,       0.190261709,     -0.3678103579,        1.83943947,       1.560814892,       5.441109939,      -8.544067998,   2.357838641e-09,   1.778169779e-06,                 1,                 1,                 1
        7301,      0.1902692828,     -0.3514355486,       1.936677864,       1.691876942,       5.429271154,      -8.544106307,   2.357835584e-09,   1.778169779e-06,                 1,                 1,                 1
        7302,       0.190271895,     -0.3540169289,       1.937833321,        1.69213647,       5.429225011,      -8.544263514,   2.357832534e-09,   1.778169779e-06,                 1,                 1,                 1
        7303,      0.1902734628,     -0.3478300504,       1.937449125,       1.692227584,       5.429277056,      -8.544419043,   2.357829491e-09,   1.778169779e-06,                 1,                 1,                 1
        7304,      0.1902771126,      -0.363429481,       1.845763637,       1.564675827,       5.440547806,      -8.544507157,   2.357826456e-09,   1.778169779e-06,                 1,                 1,                 1
        7305,      0.1902786573,      -0.353240875,       1.939584592,       1.692615326,       5.429147285,      -8.544565741,   2.357823428e-09,   1.778169779e-06,                 1,                 1,                 1
        7306,      0.1902802163,     -0.3536498526,       1.935293216,       1.692164749,       5.429144831,      -8.544651219,   2.357815642e-09,   1.778169779e-06,                 1,                 1,                 1
        7307,      0.1902817924,     -0.3611945335,       1.845405259,       1.562001932,       5.440984135,      -8.544759041,   2.357804982e-09,   1.778169779e-06,                 1,                 1,                 1
        7308,      0.1902833809,      -0.352681727,       1.939129313,       1.692753194,       5.440396899,      -8.544853873,   2.357794342e-09,   1.778169779e-06,                 1,                 1,                 1
        7309,       0.190285071,     -0.3509231277,       1.938567537,       1.692351754,       5.429290905,      -8.544958127,   2.357783724e-09,   1.778169779e-06,                 1,                 1,                 1
        7310,       0.190286631,     -0.3664394253,       1.839842918,       1.560494884,       5.441222635,      -8.545073169,   2.357773127e-09,   1.778169779e-06,                 1,                 1,                 1
        7311,      0.1902893065,     -0.3636115843,       1.840632711,       1.560916696,       5.441220994,      -8.545180304,   2.357762551e-09,   1.778169779e-06,                 1,                 1,                 1
        7312,      0.1902919193,     -0.3528729855,       1.937978146,       1.692715203,        5.42932165,      -8.545266908,   2.357751996e-09,   1.778169779e-06,                 1,                 1,                 1
        7313,      0.1902945594,     -0.3522649873,       1.937665927,       1.692526699,        5.42932241,      -8.545321951,   2.357741462e-09,   1.778169779e-06,                 1,                 1,                 1
        7314,      0.1902983112,     -0.3497413702,       1.938162237,        1.69209148,        5.42932244,      -8.545263253,   2.357730949e-09,   1.778169779e-06,                 1,                 1,                 1
        7315,      0.1903053866,     -0.3536579262,        1.93746392,       1.691913962,       5.429266971,      -8.543644418,   2.357720457e-09,   1.778169779e-06,                 1,                 1,                 1
        7316,      0.1903115886,     -0.3506812711,       1.938127893,       1.692391612,       5.429267667,      -8.535074403,   2.357709994e-09,   1.778169779e-06,                 1,                 1,                 1
        7317,      0.1903152342,     -0.3486444627,       1.938539836,        1.69413465,       5.429254261,      -8.537323051,   2.357699542e-09,   1.778169779e-06,                 1,                 1,                 1
        7318,      0.1903167393,     -0.3496396731,       1.937161125,        1.69260447,        5.42925792,      -8.540975312,   2.357689111e-09,   1.778169779e-06,                 1,                 1,                 1
        7319,      0.1903182626,     -0.3607146711,       1.846558909,       1.563937996,       5.440638401,      -8.542695063,   2.357678702e-09,   1.778169779e-06,                 1,                 1,                 1
        7320,      0.1903198489,     -0.3633331095,       1.846097888,       1.564948323,       5.440561311,      -8.543546928,   2.357668313e-09,   1.778169779e-06,                 1,                 1,                 1
        7321,      0.1903305759,      -0.364696487,       1.841883905,       1.561917882,       5.440979261,      -8.543977607,   2.357657946e-09,   1.778169779e-06,                 1,                 1,                 1
        7322,      0.1903331564,      -0.348509283,       1.939426557,        1.69240569,       5.429125075,      -8.544236546,   2.357647599e-09,   1.778169779e-06,                 1,                 1,                 1
        7323,       0.190340201,     -0.3619781559,         1.8427236,       1.562787602,       5.451675343,      -8.544457779,   2.357637274e-09,   1.778169779e-06,                 1,                 1,                 1
        7324,      0.1903471944,     -0.3634797957,       1.844124568,       1.564456674,       5.440727818,       -8.54410007,   2.357626969e-09,   1.778169779e-06,                 1,                 1,                 1
        7325,      0.1903497528,     -0.3632902463,       1.841765122,       1.563029066,       5.441129255,      -8.544750186,    2.35761668e-09,   1.778169779e-06,                 1,                 1,                 1
        7326,      0.1903512335,       -0.35218676,       1.937755405,       1.692745503,       5.429316861,      -8.545020057,   2.357606418e-09,   1.778169779e-06,                 1,                 1,                 1
        7327,      0.1903527579,     -0.3490782961,       1.936362618,       1.692503835,       5.429373102,      -8.545154056,   2.357596175e-09,   1.778169779e-06,                 1,                 1,                 1
        7328,      0.1903563959,     -0.3618526697,        1.84378873,       1.563793215,       5.441014657,      -8.545246515,   2.357585954e-09,   1.778169779e-06,                 1,                 1,                 1
        7329,      0.1903589278,     -0.3619743919,       1.843615958,       1.563279488,        5.44103393,      -8.545328862,   2.357575754e-09,   1.778169779e-06,                 1,                 1,                 1
        7330,      0.1903604192,     -0.3654061392,         1.8408905,       1.561775748,       5.441066298,      -8.545403837,   2.357565575e-09,   1.778169779e-06,                 1,                 1,                 1
        7331,      0.1903640172,     -0.3534169472,       1.936148837,       1.692275541,       5.429262293,      -8.545506446,   2.357555417e-09,   1.778169779e-06,                 1,                 1,                 1
        7332,      0.1903709353,     -0.3516676022,       1.936919476,       1.692440883,       5.429242779,      -8.545503861,    2.35754528e-09,   1.778169779e-06,                 1,                 1,                 1
        7333,      0.1903724222,     -0.3504438487,       1.937730837,       1.694748871,       5.429227093,      -8.545629068,   2.357535164e-09,   1.778169779e-06,                 1,                 1,                 1
        7334,      0.1903749877,     -0.3496410197,       1.937621851,       1.693107091,       5.429259208,      -8.545675359,   2.357525067e-09,   1.778169779e-06,                 1,                 1,                 1
        7335,      0.1903765054,     -0.3479970746,       1.937657392,       1.692624259,       5.429219588,      -8.545707898,   2.357514991e-09,   1.778169779e-06,                 1,                 1,                 1
        7336,      0.1903782292,     -0.3632578211,       1.844443018,       1.565666069,        5.44058839,      -8.545736785,   2.357504937e-09,   1.778169779e-06,                 1,                 1,                 1
        7337,      0.1903798273,      -0.363943905,       1.842832323,        1.56395341,       5.440749369,      -8.545780353,   2.357494904e-09,   1.778169779e-06,                 1,                 1,                 1
        7338,      0.1903813576,     -0.3525274645,       1.937997777,        1.69291405,       5.429058965,      -8.545817073,   2.357484891e-09,   1.778169779e-06,                 1,                 1,                 1
        7339,      0.1903829095,     -0.3476469376,        1.93740388,       1.692523654,       5.440434412,      -8.545863121,   2.357474899e-09,   1.778169779e-06,                 1,                 1,                 1
        7340,      0.1903844411,     -0.3609807869,       1.843058111,       1.562520886,       5.441148132,      -8.545907365,   2.357464928e-09,   1.778169779e-06,                 1,                 1,                 1
        7341,      0.1903918807,      -0.361842353,       1.843779954,       1.563424331,       5.440984741,      -8.545993274,   2.357454979e-09,   1.778169779e-06,                 1,                 1,                 1
        7342,      0.1903934054,     -0.3649272936,       1.841071407,       1.561673512,        5.44105962,       -8.54600313,   2.357445049e-09,   1.778169779e-06,                 1,                 1,                 1
        7343,      0.1903949087,     -0.3620883524,       1.841316625,       1.562122224,        5.44116914,      -8.546040703,   2.357435141e-09,   1.778169779e-06,                 1,                 1,                 1
        7344,      0.1903965921,      -0.361176578,        1.84365988,       1.564709936,       5.440882283,      -8.546034404,   2.357425253e-09,   1.778169779e-06,                 1,                 1,                 1
        7345,      0.1903980856,     -0.3501745105,       1.938937944,       1.693095369,       5.429291473,       -8.54600554,   2.357415386e-09,   1.778169779e-06,                 1,                 1,                 1
        7346,      0.1904016931,     -0.3502556066,       1.937435096,       1.692653661,       5.429280422,      -8.546084626,    2.35740554e-09,   1.778169779e-06,                 1,                 1,                 1
        7347,       0.190405327,     -0.3527490133,       1.936302485,       1.692291544,       5.429237322,      -8.546178028,   2.357395715e-09,   1.778169779e-06,                 1,                 1,                 1
        7348,      0.1904088932,     -0.3493228202,       1.937610512,       1.692709062,       5.429235466,      -8.546191529,    2.35738591e-09,   1.778169779e-06,                 1,                 1,                 1
        7349,      0.1904114445,      -0.364202757,       1.842185814,       1.563283919,       5.440899328,       -8.54621188,   2.357376126e-09,   1.778169779e-06,                 1,                 1,                 1
        7350,      0.1904129587,     -0.3506119616,       1.938266872,       1.692897695,       5.429179352,      -8.545736053,   2.357366362e-09,   1.778169779e-06,                 1,                 1,                 1
        7351,      0.1904144619,     -0.3610646063,       1.841546322,        1.56188971,       5.441044311,      -8.545451944,   2.357356618e-09,   1.778169779e-06,                 1,                 1,                 1
        7352,      0.1904159488,     -0.3619069052,       1.843524808,       1.563917776,       5.440810077,      -8.545824284,   2.357346895e-09,   1.778169779e-06,                 1,                 1,                 1
        7353,      0.1904207122,     -0.3499925431,       1.938770872,       1.693140397,       5.429117793,      -8.546044055,   2.357337193e-09,   1.778169779e-06,                 1,                 1,                 1
        7354,        0.19042221,      -0.348713077,       1.937224754,        1.69272878,       5.440431836,      -8.546178017,   2.357327511e-09,   1.778169779e-06,                 1,                 1,                 1
        7355,       0.190423749,     -0.3619086017,        1.84208452,       1.563495888,       5.441075859,      -8.546266498,    2.35731785e-09,   1.778169779e-06,                 1,                 1,                 1
        7356,      0.1904252521,     -0.3621180596,       1.842693103,       1.563299404,       5.441120267,      -8.546336467,   2.357308208e-09,   1.778169779e-06,                 1,                 1,                 1
        7357,      0.1904270278,     -0.3625452898,       1.842065348,       1.562955888,        5.44122445,      -8.546391451,   2.357298587e-09,   1.778169779e-06,                 1,                 1,                 1
        7358,      0.1904285117,     -0.3513517148,       1.936832739,       1.692832062,       5.429327392,      -8.546440756,   2.357288987e-09,   1.778169779e-06,                 1,                 1,                 1
        7359,      0.1904342458,      -0.348427611,       1.934625132,       1.692642011,       5.429377674,      -8.546270479,   2.357279406e-09,   1.778169779e-06,                 1,                 1,                 1
        7360,      0.1904367905,     -0.3612651095,        1.84328393,       1.564963387,       5.440953536,      -8.546459924,   2.357269845e-09,   1.778169779e-06,                 1,                 1,                 1
        7361,      0.1904440946,     -0.3618494927,       1.841000964,       1.562890886,       5.441199559,      -8.546549801,   2.357260306e-09,   1.778169779e-06,                 1,                 1,                 1
        7362,      0.1904476716,     -0.3514093034,       1.936138382,       1.692799783,       5.429264995,      -8.546607436,   2.357250786e-09,   1.778169779e-06,                 1,                 1,                 1
        7363,      0.1904512685,      -0.348855038,       1.936824204,       1.692512113,       5.429278496,      -8.546618629,   2.357241286e-09,   1.778169779e-06,                 1,                 1,                 1
        7364,      0.1904537867,     -0.3607337093,       1.842440817,        1.56266304,       5.441062416,      -8.546667882,   2.357231807e-09,   1.778169779e-06,                 1,                 1,                 1
        7365,      0.1904552679,     -0.3629425179,       1.841728904,       1.563145207,       5.441011935,      -8.546700013,   2.357222347e-09,   1.778169779e-06,                 1,                 1,                 1
        7366,      0.1904588735,     -0.3633429038,       1.841287224,       1.561804785,       5.441083813,      -8.546729343,   2.357212907e-09,   1.778169779e-06,                 1,                 1,                 1
        7367,      0.1904603938,     -0.3463240081,       1.938874473,        1.69315181,       5.429167377,      -8.546749821,   2.357203488e-09,   1.778169779e-06,                 1,                 1,                 1
        7368,      0.1904640163,     -0.3597813899,       1.844483776,       1.564716564,       5.440637074,       -8.54689212,   2.357194088e-09,   1.778169779e-06,                 1,                 1,                 1
        7369,      0.1904655156,     -0.3608804863,       1.841629424,       1.562725458,       5.440962659,      -8.546937938,   2.357184708e-09,   1.778169779e-06,                 1,                 1,                 1
